6.489205;1.003;;;;;;
6.489534;1.005;;;;6,489205;;6.489205
6.504935;1.002;;;;6,489534;;6.489534
6.506334;1.005;;;;6,504935;;6.504935
6.507612;1.004;;;;6,506334;;6.506334
6.508954;1.003;;;;6,507612;;6.507612
6.509565;1.007;;;;6,508954;;6.508954
6.510106;1.004;;;;6,509565;;6.509565
6.510636;1.005;;;;6,510106;;6.510106
6.511186;1.004;;;;6,510636;;6.510636
6.511731;1.002;;;;6,511186;;6.511186
6.516662;1.006;;;;6,511731;;6.511731
6.517691;1.006;;;;6,516662;;6.516662
6.518142;1.004;;;;6,517691;;6.517691
6.520739;1.002;;;;6,518142;;6.518142
6.523382;1.007;;;;6,520739;;6.520739
6.530652;1.002;;;;6,523382;;6.523382
6.531677;1.002;;;;6,530652;;6.530652
6.532003;0.999;;;;6,531677;;6.531677
6.532977;1.003;;;;6,532003;;6.532003
6.535672;1.002;;;;6,532977;;6.532977
6.537899;1.002;;;;6,535672;;6.535672
6.548689;1.003;;;;6,537899;;6.537899
6.550143;1.003;;;;6,548689;;6.548689
6.55069;1.005;;;;6,550143;;6.550143
6.551091;1.005;;;;6,55069;;"6.55069;"
6.551478;1.003;;;;6,551091;;6.551091
6.55358;1.006;;;;6,551478;;6.551478
6.555611;1.005;;;;6,55358;;"6.55358;"
6.562558;1.001;;;;6,555611;;6.555611
6.564002;1.004;;;;6,562558;;6.562558
6.56456;1.005;;;;6,564002;;6.564002
6.565725;1.003;;;;6,56456;;"6.56456;"
6.568381;1.004;;;;6,565725;;6.565725
6.570324;1.008;;;;6,568381;;6.568381
6.572779;0.999;;;;6,570324;;6.570324
6.579119;1.004;;;;6,572779;;6.572779
6.580393;1.005;;;;6,579119;;6.579119
6.581057;1.006;;;;6,580393;;6.580393
6.583481;1.004;;;;6,581057;;6.581057
6.585247;1.002;;;;6,583481;;6.583481
6.587828;1.003;;;;6,585247;;6.585247
6.591322;1.006;;;;6,587828;;6.587828
6.602469;1.004;;;;6,591322;;6.591322
6.604036;1.004;;;;6,602469;;6.602469
6.604583;1.003;;;;6,604036;;6.604036
6.604998;1.01;;;;6,604583;;6.604583
6.605386;1.004;;;;6,604998;;6.604998
6.606257;1.002;;;;6,605386;;6.605386
6.620216;1.005;;;;6,606257;;6.606257
6.621511;1;;;;6,620216;;6.620216
6.622053;1.003;;;;6,621511;;6.621511
6.622438;1.004;;;;6,622053;;6.622053
6.62278;1.005;;;;6,622438;;6.622438
6.623629;1.001;;;;6,62278;;"6.62278;"
6.624006;1.003;;;;6,623629;;6.623629
6.632513;1.005;;;;6,624006;;6.624006
6.634306;1;;;;6,632513;;6.632513
6.634915;1.003;;;;6,634306;;6.634306
6.635295;1.003;;;;6,634915;;6.634915
6.63564;1.004;;;;6,635295;;6.635295
6.637715;1.005;;;;6,63564;;"6.63564;"
6.640095;1.003;;;;6,637715;;6.637715
6.647481;1.003;;;;6,640095;;6.640095
6.648591;1.002;;;;6,647481;;6.647481
6.649053;1.003;;;;6,648591;;6.648591
6.649771;1.002;;;;6,649053;;6.649053
6.652344;1.003;;;;6,649771;;6.649771
6.654774;1.005;;;;6,652344;;6.652344
6.664811;1.002;;;;6,654774;;6.654774
6.66595;1.005;;;;6,664811;;6.664811
6.666392;1.007;;;;6,66595;;"6.66595;"
6.666862;1.005;;;;6,666392;;6.666392
6.667222;1.004;;;;6,666862;;6.666862
6.670178;1.003;;;;6,667222;;6.667222
6.672748;1.005;;;;6,670178;;6.670178
6.679145;1.004;;;;6,672748;;6.672748
6.680406;1.001;;;;6,679145;;6.679145
6.680899;1.003;;;;6,680406;;6.680406
6.682233;1.002;;;;6,680899;;6.680899
6.684915;1.002;;;;6,682233;;6.682233
6.687286;1.005;;;;6,684915;;6.684915
6.689708;1.003;;;;6,687286;;6.687286
6.695475;1.002;;;;6,689708;;6.689708
6.697527;1.007;;;;6,695475;;6.695475
6.697952;1.004;;;;6,697527;;6.697527
6.6999;1.002;;;;6,697952;;6.697952
6.702518;1.005;;;;6,6999;;"6.6999;1"
6.704844;1.003;;;;6,702518;;6.702518
6.712637;1.004;;;;6,704844;;6.704844
6.714447;1.007;;;;6,712637;;6.712637
6.715298;1.003;;;;6,714447;;6.714447
6.716026;1.005;;;;6,715298;;6.715298
6.717429;1.006;;;;6,716026;;6.716026
6.720364;1.002;;;;6,717429;;6.717429
6.722488;1.007;;;;6,720364;;6.720364
6.733061;1.003;;;;6,722488;;6.722488
6.734145;1.005;;;;6,733061;;6.733061
6.734587;1.005;;;;6,734145;;6.734145
6.734924;1.002;;;;6,734587;;6.734587
6.735238;1.004;;;;6,734924;;6.734924
6.736736;1.006;;;;6,735238;;6.735238
6.739813;1.004;;;;6,736736;;6.736736
6.750323;1.006;;;;6,739813;;6.739813
6.751406;1.003;;;;6,750323;;6.750323
6.751755;1.003;;;;6,751406;;6.751406
6.752051;1.006;;;;6,751755;;6.751755
6.752324;1.003;;;;6,752051;;6.752051
6.754184;1.005;;;;6,752324;;6.752324
6.763593;1.004;;;;6,754184;;6.754184
6.764188;1.004;;;;6,763593;;6.763593
6.764411;1.003;;;;6,764188;;6.764188
6.764605;1.004;;;;6,764411;;6.764411
6.767697;1.003;;;;6,764605;;6.764605
6.770168;1.004;;;;6,767697;;6.767697
6.772195;1.004;;;;6,770168;;6.770168
6.778095;1.003;;;;6,772195;;6.772195
6.778731;1.003;;;;6,778095;;6.778095
6.779262;1.005;;;;6,778731;;6.778731
6.782822;1.005;;;;6,779262;;6.779262
6.78549;1.008;;;;6,782822;;6.782822
6.787404;1.002;;;;6,78549;;"6.78549;"
6.78893;1.004;;;;6,787404;;6.787404
6.796204;1.003;;;;6,78893;;"6.78893;"
6.796939;1.006;;;;6,796204;;6.796204
6.797267;1.001;;;;6,796939;;6.796939
6.800494;1.004;;;;6,797267;;6.797267
6.801491;1.001;;;;6,800494;;6.800494
6.804242;1.001;;;;6,801491;;6.801491
6.811573;1.002;;;;6,804242;;6.804242
6.812419;1.004;;;;6,811573;;6.811573
6.812757;0.999;;;;6,812419;;6.812419
6.814092;1.006;;;;6,812757;;6.812757
6.81648;1.003;;;;6,814092;;6.814092
6.81998;1.002;;;;6,81648;;"6.81648;"
6.82145;1.004;;;;6,81998;;"6.81998;"
6.828734;1.003;;;;6,82145;;"6.82145;"
6.82958;1.002;;;;6,828734;;6.828734
6.829952;1.008;;;;6,82958;;"6.82958;"
6.832242;1.003;;;;6,829952;;6.829952
6.834132;1.004;;;;6,832242;;6.832242
6.836588;1.003;;;;6,834132;;6.834132
6.840449;1.005;;;;6,836588;;6.836588
6.852044;1.002;;;;6,840449;;6.840449
6.853283;1.003;;;;6,852044;;6.852044
6.853822;1.004;;;;6,853283;;6.853283
6.854214;1.002;;;;6,853822;;6.853822
6.854618;1.002;;;;6,854214;;6.854214
6.855055;1.005;;;;6,854618;;6.854618
6.856085;0.999;;;;6,855055;;6.855055
6.866165;1.004;;;;6,856085;;6.856085
6.867303;1.001;;;;6,866165;;6.866165
6.867737;1.004;;;;6,867303;;6.867303
6.86825;0.999;;;;6,867737;;6.867737
6.868639;1.004;;;;6,86825;;"6.86825;"
6.871147;1.004;;;;6,868639;;6.868639
6.882563;1.003;;;;6,871147;;6.871147
6.884947;1.003;;;;6,882563;;6.882563
6.88562;1.006;;;;6,884947;;6.884947
6.886048;1.005;;;;6,88562;;"6.88562;"
6.886444;1.002;;;;6,886048;;6.886048
6.886849;1.005;;;;6,886444;;6.886444
6.888875;1;;;;6,886849;;6.886849
6.899207;1.007;;;;6,888875;;6.888875
6.900334;1.005;;;;6,899207;;6.899207
6.900844;1.005;;;;6,900334;;6.900334
6.901242;1.005;;;;6,900844;;6.900844
6.90162;1.002;;;;6,901242;;6.901242
6.903693;1.005;;;;6,90162;;"6.90162;"
6.906129;1.005;;;;6,903693;;6.903693
6.912521;1.002;;;;6,906129;;6.906129
6.914024;1.004;;;;6,912521;;6.912521
6.914515;1.004;;;;6,914024;;6.914024
6.916065;1.005;;;;6,914515;;6.914515
6.91835;1.005;;;;6,916065;;6.916065
6.920775;1.003;;;;6,91835;;"6.91835;"
6.92406;1.004;;;;6,920775;;6.920775
6.930271;1.004;;;;6,92406;;"6.92406;"
6.931462;1.004;;;;6,930271;;6.930271
6.932148;1.002;;;;6,931462;;6.931462
6.933663;1.003;;;;6,932148;;6.932148
6.936121;1.003;;;;6,933663;;6.933663
6.938341;1.004;;;;6,936121;;6.936121
6.946945;1.003;;;;6,938341;;6.938341
6.948635;1.005;;;;6,946945;;6.946945
6.949254;1.004;;;;6,948635;;6.948635
6.949777;1.004;;;;6,949254;;6.949254
6.950614;1.005;;;;6,949777;;6.949777
6.95352;1.003;;;;6,950614;;6.950614
6.955815;1.004;;;;6,95352;;"6.95352;"
6.96873;1.005;;;;6,955815;;6.955815
6.970221;1.006;;;;6,96873;;"6.96873;"
6.971061;1.002;;;;6,970221;;6.970221
6.971598;1.005;;;;6,971061;;6.971061
6.972123;1.004;;;;6,971598;;6.971598
6.972629;1.003;;;;6,972123;;6.972123
6.973218;1.005;;;;6,972629;;6.972629
6.989634;1.002;;;;6,973218;;6.973218
6.990992;1.007;;;;6,989634;;6.989634
6.991795;1.003;;;;6,990992;;6.990992
6.992354;1.006;;;;6,991795;;6.991795
6.993074;1.004;;;;6,992354;;6.992354
6.993657;1.002;;;;6,993074;;6.993074
6.994117;1.005;;;;6,993657;;6.993657
6.99451;1.003;;;;6,994117;;6.994117
6.995491;1.005;;;;6,99451;;"6.99451;"
6.998235;1.001;;;;6,995491;;6.995491
7.000635;1.002;;;;6,998235;;6.998235
7.003124;1.007;;;;7,000635;;7.000635
7.006656;1.002;;;;7,003124;;7.003124
7.010179;1.003;;;;7,006656;;7.006656
7.012;1.004;;;;7,010179;;7.010179
7.012788;1.004;;;;7,012;;"7.012;1,"
